identifier	lemma	context	indices_target_token
news_1991_605762.txt-31-12	multitude_nn	In this sentence "A neoclassical house such as Shadows on the Tesh, with its multitude of columns across the front, was a good place to start. "", "multitude_nn" means in one word :	180:181
fic_1970_14238.txt-2275-8	multitude_nn	In this sentence "And suddenly there was with the angel a multitude of the heavenly hosts praising God and saying -- (The CONGREGATION in a great burst of sound chant forth their praise.)", "multitude_nn" means in one word :	223:224
news_1996_656714.txt-1-7	multitude_nn	In this sentence "But the unremarkable vista here hides a multitude of archaeological treasures. "", "multitude_nn" means in one word :	134:135
mag_1960_491648.txt-306-6	multitude_nn	In this sentence "Star bowlers cash in on a multitude of local and regional tournaments, maintain exhibition contracts with equipment makers, earn perhaps 8100 a week for affiliation with a top team, pick up endorsement money and perhaps win money on television contests -- one winner collected $22,500.", "multitude_nn" means in one word :	339:340
nf_1991_773986.txt-1559-3	multitude_nn	In this sentence "Nowadays, a multitude of expert system " shells " exist on the market, with prices ranging from hundreds of thousands of dollars down to several hundred dollars.", "multitude_nn" means in one word :	215:216
fic_1963_10432.txt-3699-17	multitude_nn	In this sentence "And when he and his father at last leave the school and go into the snow the multitude of flakes seems to have been releasedby his profanation.", "multitude_nn" means in one word :	197:198
fic_1998_43267.txt-273-9	multitude_nn	In this sentence "What made the father be so preoccupied with his multitude of questions", "multitude_nn" means in one word :	124:125
nf_1990_774020.txt-465-16	multitude_nn	In this sentence "The continuous, routine modelling of worlds of living, through various modes and in a multitude of domains, often is intended to change phenomena in ongoing ways.", "multitude_nn" means in one word :	216:217
mag_1970_479117.txt-164-8	multitude_nn	In this sentence "As children, we appreciated especially the unsparing multitudes of other children in the 11.6inerstadt.", "multitude_nn" means in one word :	157:158
nf_2001_746115.txt-0-18	multitude_nn	In this sentence "@@746115 It is fashionable to beat up on Ed schools these days, to accuse them of a multitude of sins, even to suggest that they should be " blown up. "", "multitude_nn" means in one word :	206:207
nf_1988_774363.txt-1127-26	multitude_nn	In this sentence "(1962:61) Baldry (1965:15) adds further detail: " Homer regularly assumes that there is a hereditary physical difference between nobles and the multitude, a natural division separating them", "multitude_nn" means in one word :	243:244
fic_1995_53000.txt-187-18	multitude_nn	In this sentence "I remember one night -- a sleepless thundering Weather Channel night -- when I watched one of the multitude of documentaries produced in the last months.", "multitude_nn" means in one word :	207:208
fic_1860_9817.txt-4773-27	multitude_nn	In this sentence "I was then placed before a constable on horseback, flourishing a long scourge, and, under the sharply applied lash, driven through the jeering multitude.", "multitude_nn" means in one word :	207:208
fic_1852_69.txt-10822-7	multitude_nn	In this sentence "These are but few facts, among multitudes which might be adduced, to show the self-denial, energy, patience, and honesty, which the slave has exhibited in a state of freedom.", "multitude_nn" means in one word :	228:229
fic_1835_7133.txt-2500-37	multitude_nn	In this sentence "One broad beaver, with the ample folds of the coarse blanket, thrown across the shoulders of the Americans, was as terrible in their eyes as a panther might be while springing among a timid multitude.", "multitude_nn" means in one word :	254:255
nf_1986_774269.txt-1115-10	multitude_nn	In this sentence "However, the fact that resources are allocated from a multitude of agencies", "multitude_nn" means in one word :	129:130
news_1985_669454.txt-68-16	multitude_nn	In this sentence "' // The MPP ' s Mrs. Garrett credits the program ' s success to a multitude of factors, including a ' ' very conservative board of directors that views the houses as.", "multitude_nn" means in one word :	221:222
nf_1980_773593.txt-600-25	multitude_nn	In this sentence "(Christ in the House of His Parents achieves an impression of startling accuracy by stripping away accreted historical flavor to get down to a multitude of sharp things, wood that is woody but not old, costumes which have sloughed the theatricality of Lorenzo and Isabella to become flavorless primitive like David's, neither Palestinian, medieval, nor contemporary but an unspecific amalgam.", "multitude_nn" means in one word :	446:447
fic_1973_10578.txt-4825-25	multitude_nn	In this sentence "Another dustup took place on the public beach, when a New York lawyer started reading the United States Constitution to a policeman and a multitude of cheering youths.", "multitude_nn" means in one word :	221:222
nf_1999_773781.txt-758-25	multitude_nn	In this sentence "For one thing, assuming that most workers have not chosen to be exploited, his Deweyan picture of a liberal community composed of a multitude of voluntary associations united by common ends-in-view begins to appear either far-fetched or trivial, depending on what one wishes to mean by the adjective voluntary.", "multitude_nn" means in one word :	364:365
fic_1989_780083.txt-2119-7	multitude_nn	In this sentence "gold and silver spires, lay a multitude of buildings which, because of the distance, merged into a glimmering bluish mass.", "multitude_nn" means in one word :	176:177
fic_1987_10753.txt-6070-9	multitude_nn	In this sentence "(Why not, if he really fed the multitudes?)", "multitude_nn" means in one word :	97:98
fic_1983_780066.txt-2520-9	multitude_nn	In this sentence "Moses no more wanted the job of commander of multitudes than I did.", "multitude_nn" means in one word :	121:122
fic_1989_5359.txt-8131-38	multitude_nn	In this sentence "He who had dwelt in the shadow of treason all his life, who had hidden himself, when in great assemblies, for fear he would be noticed and treated with scorn, now honored by this multitude in the capital of Christendom in the age-old palace of the popes!", "multitude_nn" means in one word :	308:309
mag_1967_490654.txt-123-62	multitude_nn	In this sentence "(One can understand that the philosopher, in his isolation, yields to the temptation to use his truth as a standard to be imposed upon human affairs; that is, to equate the transcendence inherent in philosophical truth with the altogether different kind of " transcendence " by which yardsticks and other standards of measurement are separated from the multitude of objects they are to measure, and one can equally", "multitude_nn" means in one word :	468:469
mag_1975_289855.txt-5-22	multitude_nn	In this sentence "Violence can be construed as the " essence " of hockey only in the sense that it is the attraction for the multitude who do not appreciate.", "multitude_nn" means in one word :	193:194
fic_1848_3752.txt-6926-21	multitude_nn	In this sentence "There was little of beauty, wealth, fashion, or nobility in Rome that was not represented in the dense multitude that filled the seats of the boundless amphitheatre.", "multitude_nn" means in one word :	219:220
nf_1834_747481.txt-1052-22	multitude_nn	In this sentence "They soon came to anchor, not, however, before their arrival had attracted great attention, and drawn together great multitudes of gazers.", "multitude_nn" means in one word :	192:193
mag_1844_565300.txt-363-17	multitude_nn	In this sentence "lYe are surrounded, " says the Bishop, (p. 9,) " by a multitude of distinct associations professing to be Christian; a great portion of them refusing all communion with others, and each claiming to be more pure, more scriptural, and more holy than the rest. "", "multitude_nn" means in one word :	313:314
mag_1858_556622.txt-408-64	multitude_nn	In this sentence "The main cause of the phenomenon in question is found by Mr. Buckle in a system of protection, which, in France, has been intimately connected with that love of centralization which appears in the machinery of government, in restrictions upon trade, in interference with literature in the shape of censorship or patronage, and in the regulation of a multitude of things better left to the people themselves.", "multitude_nn" means in one word :	461:462
fic_1838_7145.txt-2694-40	multitude_nn	In this sentence "With all the glorious preparation, the pride, and pomp, and circumstance which decks the coronation of a monarch, with proclamation of the kings at arms, and homage of bareheaded lords, and acclamations of the multitude, and addresses from the delegates of foreign potentates, Oliver had been decorated with a robe of purple more splendidly elaborate than the attire of any former king; he had been girded with the rich sword of state; he had received a sceptre, massive with solid gold, with which to sway the destinies of England; a noble copy of the Holy Writ, whereby to wield that sceptre rightly.", "multitude_nn" means in one word :	656:657
fic_1853_9069.txt-35-8	multitude_nn	In this sentence "Then a low voice arose from the starry multitude: " Unhappy one!", "multitude_nn" means in one word :	118:119
nf_1820_756262.txt-2475-41	multitude_nn	In this sentence "" You admit, if I understood you, that the testimony of the apostles, concerning the resurrection of Jesus, had it not been accompanied with plain and astonishing miracles in the open day, and before the surrounding multitudes, who had ocular demonstration of their truth, would have been entitled to no more credit than the testimony of Mrs. A -- --, respecting her conversation with her deceased husband.", "multitude_nn" means in one word :	460:461
fic_1835_7172.txt-7443-3	multitude_nn	In this sentence "raised above the multitude by a consciousness of intellectual force.", "multitude_nn" means in one word :	122:123
nf_1835_748008.txt-154-7	multitude_nn	In this sentence "The * music stopped; but the multitude seemed little jdisposed to listen.", "multitude_nn" means in one word :	127:128
nf_1836_747718.txt-537-42	multitude_nn	In this sentence "So late as the year 1814, the British army, that entered the city of Washington, burnt down the Capitol, the President's House, and the public Offices, destroying with them the national library, and a multitude of papers and documents of great value in a civil and historical point of view.", "multitude_nn" means in one word :	344:345
fic_1849_7218.txt-2859-18	multitude_nn	In this sentence "The advertisements of pauperism chalked upon the flagging round the dock walls, are singularly accompanied by a multitude of quite different announcements, placarded upon the walls themselves.", "multitude_nn" means in one word :	246:247
nf_1857_767292.txt-923-12	multitude_nn	In this sentence "A fountain or small body of water would not have accommodated those multitudes;", "multitude_nn" means in one word :	133:134
mag_1846_555415.txt-272-8	multitude_nn	In this sentence "Munzer, too, was stirring up the multitudes to that demand of their rights which ended in the disastrous " Peasants ' war. "", "multitude_nn" means in one word :	178:179
mag_1856_566709.txt-132-0	multitude_nn	In this sentence "Multitudes understand its injurious effects here, who are yet slow to see that the same injury must take place, though its operation is more concealed, upon every interest that depends upon the manufacture or the use of iron.", "multitude_nn" means in one word :	279:280
nf_1829_751465.txt-1895-21	multitude_nn	In this sentence "By this august train was he attended to the palace amidst strains of martial music and the shouts of a prodigious multitude.", "multitude_nn" means in one word :	178:179
fic_1832_7054.txt-1064-9	multitude_nn	In this sentence "The trumpet summons -- awful silence floats Over the multitudes who fix their gaze Upon the portals of the cells beneath.", "multitude_nn" means in one word :	175:176
fic_2003_27412.txt-145-21	multitude_nn	In this sentence "Every day as they stepped across it they could be reminded and give thanks for their good fortune and God's multitude of fish in their sea.", "multitude_nn" means in one word :	193:194
fic_1848_3752.txt-1514-15	multitude_nn	In this sentence "or not himself, succeeded in poisoning the mind of Aurelian and that of the multitude.", "multitude_nn" means in one word :	140:141
fic_1985_10729.txt-2926-8	multitude_nn	In this sentence "Stars burned in the sky, an infinite multitude of tiny blue-white fires in a black and boundless dome, and sometimes when I looked up at them I would burst into tears and Aunt Sarah would hold me and caress my face and pray", "multitude_nn" means in one word :	277:278
nf_1967_773779.txt-444-34	multitude_nn	In this sentence "Administrative officials wield power, although not coercive power, and Parliamentary supervision, valuable though it is, can not constitute adequate guidance for its use or safeguard against its abuse in a multitude of individual cases. '", "multitude_nn" means in one word :	292:293
mag_1973_491702.txt-207-2	multitude_nn	In this sentence "We are multitudes in Pennsylvania mines, in Alaskan canneries.", "multitude_nn" means in one word :	116:117
mag_1975_491479.txt-203-15	multitude_nn	In this sentence "The land surrounding the Kansas City International Airport for 100 square miles, encompassing a multitude of communities, counties and the two states, is zoned according to a master plan. "", "multitude_nn" means in one word :	243:244
mag_2004_412875.txt-1-2	multitude_nn	In this sentence "But a multitude of specialty sites deliver shopping advice, reference databases, leisure-time ideas, and more-fast.", "multitude_nn" means in one word :	169:170
fic_1993_25003.txt-2586-18	multitude_nn	In this sentence "Men with long stout poles levered up one side of the stone while the striplings hauled on a multitude of ropes from the other side. "", "multitude_nn" means in one word :	187:188
news_1979_734479.txt-100-3	multitude_nn	In this sentence "There are a multitude of health-care cost containment initiatives here and across the country which are obviously having an important cumulative impact.", "multitude_nn" means in one word :	206:207
nf_1999_773819.txt-775-6	multitude_nn	In this sentence "This method gave rise to a multitude of difficult technical problems, many of which have now been solved.", "multitude_nn" means in one word :	159:160
mag_1981_487896.txt-30-38	multitude_nn	In this sentence "In Slow Train Coming, his first born-again album, Dylan seemed to anticipate that by publicly proclaiming his faith, he would be deserted by friends and lovers, yet he still seemed concerned about keeping the multitude.", "multitude_nn" means in one word :	273:274
mag_1973_280888.txt-26-10	multitude_nn	In this sentence "Says Goldberg: " This kind of masking covers a multitude of sins. "", "multitude_nn" means in one word :	121:122
mag_2001_403113.txt-60-14	multitude_nn	In this sentence "This city has also made the most of its maritime environment, with a multitude of beaches and fishing and sailing opportunities, and has begun addressing a long-standing harbour pollution problem.", "multitude_nn" means in one word :	250:251
fic_1998_32335.txt-286-24	multitude_nn	In this sentence "The Spirit of the Lord came upon Jahaziel and God said through him, Do not be afraid nor dismayed because of this great multitude, for the battle is not yours, but", "multitude_nn" means in one word :	217:218
nf_1971_773817.txt-753-6	multitude_nn	In this sentence "Biological research has uncovered a distressing multitude of such surprises.", "multitude_nn" means in one word :	130:131
mag_1996_427657.txt-55-9	multitude_nn	In this sentence "And just as the tax is levied in a multitude of ways, it is paid variously as well.", "multitude_nn" means in one word :	137:138
news_1989_669729.txt-78-7	multitude_nn	In this sentence "I yearn for enormous skies, a multitude of mesas, for horizons I can walk to.", "multitude_nn" means in one word :	131:132
news_1969_728116.txt-40-53	multitude_nn	In this sentence "With the spinning wheel he carried as his symbol of the good and simple life he became a rallying force for Indian nationalism, crossing his country and pleading for a nonviolent struggle for self-rule, for a rejection of untouchability, and for the spread of hand-spinning that he thought would free multitudes of poverty and of a dependence on shoddy townmade goods.", "multitude_nn" means in one word :	422:423
fic_2009_36988.txt-106-8	multitude_nn	In this sentence "Sebastian stroked his chin and briefly appraised the multitudes of exquisite shoes.", "multitude_nn" means in one word :	137:138
mag_1976_108147.txt-16-29	multitude_nn	In this sentence "I like it, I like it, I like it, " said the ebullient pitcher, John (The Count) Montefusco, as he addressed the multitudes. "", "multitude_nn" means in one word :	179:180
news_2000_633238.txt-95-22	multitude_nn	In this sentence "This is an incredible story of a skilled perfumer -- it is France, these are Frenchmen, and there are a multitude of body odors to mask -- who kills", "multitude_nn" means in one word :	202:203
fic_1997_27699.txt-112-5	multitude_nn	In this sentence "You are reminded ofthe plodding multitudes in the Bible.", "multitude_nn" means in one word :	110:111
nf_1985_773592.txt-581-18	multitude_nn	In this sentence "This is how the act of drawing refuses the process of disappearances and proposes the simultaneity of a multitude of moments.", "multitude_nn" means in one word :	179:180
mag_1992_394701.txt-101-18	multitude_nn	In this sentence "We can't peer directly into it, because it's hidden from view by dust and a multitude of stars.", "multitude_nn" means in one word :	149:150
fic_1976_782016.txt-2066-10	multitude_nn	In this sentence "If, on the other hand, there is a multitude of ampules, you will recover them.", "multitude_nn" means in one word :	132:133
nf_1987_774287.txt-2072-3	multitude_nn	In this sentence "These and a multitude of other government agencies, academies, professional societies, foundations, and industrial associations make it their business to monitor, shape, and support engineering in America.", "multitude_nn" means in one word :	259:260
mag_1989_328181.txt-2-36	multitude_nn	In this sentence "Included is his Russia, the Soul of the People, symbolic of Russia's historical spiritual quest, depicting the religious philosopher Vladimir Solovyov and Leo Tolstoy walking along the banks of the Volga among multitudes of Russian people of different epochs.", "multitude_nn" means in one word :	313:314
mag_1965_491990.txt-32-1	multitude_nn	In this sentence "A multitude of Republicans themselves gained the mistaken impression that their Party's national ticket had abandoned many traditional Republican principles and leaned toward reactionary, extremist and racist fringes.", "multitude_nn" means in one word :	271:272
fic_1979_10650.txt-1376-8	multitude_nn	In this sentence "What he remembered at the last was a multitude of heads, nests and hives of faces he did not know, hovering over him, over Elena, intent on the two of them at love, as if witnessing the combat of insects locked in deadly embrace on the mud floor of the hut.", "multitude_nn" means in one word :	311:312
fic_1962_4761.txt-28-10	multitude_nn	In this sentence "farther away than the television camera that watched the cheering multitude from above the floor of the hall.", "multitude_nn" means in one word :	163:164
mag_1994_410744.txt-169-3	multitude_nn	In this sentence "Cities have a multitude of problems, but too little money is not one of them.", "multitude_nn" means in one word :	131:132
fic_1970_782000.txt-1012-66	multitude_nn	In this sentence "Then an odd following thought came to him: Saul of Tarsus was indeed a Titan, though but fourteen as yet, and the superstitious Greek -- who denounced all superstition as unworthy of an enlightened man -- seemed to glimpse the future when Saul would walk among men with authority and even with terror, hurling that voice of his into the face of multitudes.", "multitude_nn" means in one word :	410:411
mag_1854_566447.txt-149-31	multitude_nn	In this sentence "Every decision of the will, every expression of sentiment, and every civil * act, is a live seed cast into the quickning soil, whose forthcoming fruit a multitude must taste, and find health to body and soul, or poison and death.", "multitude_nn" means in one word :	283:284
nf_1856_755595.txt-878-34	multitude_nn	In this sentence "She was totally unlike an English ship, painted entirely white, without masts, with two small black funnels alongside each other; and several erections one above another for decks, containing multitudes of windows about two feet square.", "multitude_nn" means in one word :	290:291
nf_1832_758144.txt-1177-47	multitude_nn	In this sentence "The influence of a religion, sanctioned by the government, could in no country, in the nineteenth century, interfere with the speculations of a philosopher in his closet, but it might, and must, steady the weak and wavering opinions of the multitude.", "multitude_nn" means in one word :	304:305
mag_1847_524597.txt-9-15	multitude_nn	In this sentence "Truly, Hooker bath well said, " He who goeth about to persuade a multitude that they are not so well taught as they ought to be, shall never want attentive and favorable listeners; that which wanteth in the weight of his speech is supplied by the aptness of men's minds to accept and believe it. "", "multitude_nn" means in one word :	351:352
nf_1845_747502.txt-1218-23	multitude_nn	In this sentence "But let these works answer the high purpose for which their authors made them; let them kindle in the souls of the multitude, every lofty and generous sentiment they are calculated", "multitude_nn" means in one word :	234:235
fic_1840_7256.txt-634-23	multitude_nn	In this sentence "I was frantic with every species of wild excitement, and felt within my single arm the energy and the power of a multitude.", "multitude_nn" means in one word :	177:178
nf_1844_772692.txt-1074-9	multitude_nn	In this sentence "It was on the day of Pentecost, when multitudes were present, not only from all parts of Palestine, but from the surrounding nations.", "multitude_nn" means in one word :	187:188
mag_1852_566237.txt-370-42	multitude_nn	In this sentence "There are so many medical schools in the country, and the competition between them partakes so largely of the popular element, that medical degrees are obtained in some quarters much too easily, and the profession is therefore crowded with multitudes of loose observers.", "multitude_nn" means in one word :	324:325
mag_1845_522589.txt-261-70	multitude_nn	In this sentence "though often valuable and necessary to the farmer in keeping out of our own markets foreign products which rival and supplant his own, is still more useful and indispensable to him in creating and maintaining all around and beside him ready and steady markets for his produce, by bringing into prosperous and durable existence new branches of industry which do not rival his own, but which employ multitudes who are con-8 // sumers only, and not to any great extent producers, of agricultural staples.", "multitude_nn" means in one word :	555:556
nf_1844_772692.txt-897-13	multitude_nn	In this sentence "But their number is so small as to be almost lost among the multitude.", "multitude_nn" means in one word :	124:125
fic_1856_7870.txt-743-12	multitude_nn	In this sentence "-- The circling heights with the concussion jar, Causing the gazing multitudes to reel, While they a deep -- an awful impulse feel, As if the scales of life and death were there In equal poise -- yet balanced by a hair!", "multitude_nn" means in one word :	273:274
nf_1815_747659.txt-1316-9	multitude_nn	In this sentence "Some of the reformers were objected to because the multitude were against them.", "multitude_nn" means in one word :	133:134
nf_1821_747955.txt-230-34	multitude_nn	In this sentence "Wasps and hornets are destructive, to bees arid fruits, &c.; In spring or summer, before they are increased, destroy the old ones, for a few increases to a multitude.", "multitude_nn" means in one word :	220:221
mag_1854_590351.txt-18-3	multitude_nn	In this sentence "The comparatively innocent multitude, for the most part instigated by these cunning and malignant spirits which are found like serpents in the grass, lurking in the bosom of every community, first by their excesses alarmed the more sober, rational and peaceful portion for the safety of their persons and property, and rather than submit to the pleasure of a mob, they acquiesced in the discretion of a despot.", "multitude_nn" means in one word :	464:465
mag_1850_525436.txt-294-27	multitude_nn	In this sentence "All that his mind falls in with, it sweeps along in its deep, and swift, and continuous flow, and bears onward with the multitude that fills its shoreless and", "multitude_nn" means in one word :	212:213
nf_1842_747853.txt-636-5	multitude_nn	In this sentence "To what purpose is the multitude of your sacrifices unto me?", "multitude_nn" means in one word :	114:115
mag_1852_504502.txt-190-16	multitude_nn	In this sentence "or held torches, along the line of the bank to guide the footsteps of the multitude in ascending from the river to the shore.", "multitude_nn" means in one word :	179:180
fic_1856_2880.txt-6361-28	multitude_nn	In this sentence "And a great wind arose, and the scaffold was destroyed, and the goodly youth that stood thereupon was saved from the death of fire as the multitude were scattered. "", "multitude_nn" means in one word :	219:220
fic_1828_7245.txt-1621-8	multitude_nn	In this sentence "Chosen for that office, out of a multitude of superior men altogether on account of his ability?", "multitude_nn" means in one word :	150:151
mag_1827_553832.txt-157-33	multitude_nn	In this sentence "Its remotest provinces were in concert; what was maturing in Moldavia and Wallachia, was known in Constantinople, in the Morca, aug in Albania; and with all the // multitudes that must have participated in these dangerous counsels, the explosion, though in reality at last accidental and unconcerted, did", "multitude_nn" means in one word :	358:359
nf_1854_755030.txt-2499-6	multitude_nn	In this sentence "was moved with compassion towards these multitudes, who seem so very earnest and solemn.", "multitude_nn" means in one word :	142:143
fic_1828_7245.txt-310-17	multitude_nn	In this sentence "As if it were a mark of deplorable fatuity for a babe to believe now as a multitude of wise and great and gifted men have heretofore believed in every age of the world!", "multitude_nn" means in one word :	222:223
mag_1852_566132.txt-58-44	multitude_nn	In this sentence "The manufacturing and mechanical business of many communities have forced others to be often abroad, and most of all, the constant and never-ceasing emigration from the county has covered the whole land with cousins from every household to the remotest degree, multitudes of whom have reflected upon the family circle on the hills, the", "multitude_nn" means in one word :	389:390
mag_1849_565817.txt-38-18	multitude_nn	In this sentence "And when a very little reflection and comparison is found sufficient to show any one how utterly the multitudes of books in this department of literature fail of reaching a safe and reasonable standard, then it will appear boxy much occasion there is for the strictures presented in the following Qbservations.", "multitude_nn" means in one word :	364:365
mag_1845_587427.txt-0-23	multitude_nn	In this sentence "@@587427 txt WE took leave of Boston, under a bright sun, with a favorable breeze, amid the blessings of the multitude assembled to witness our departure.", "multitude_nn" means in one word :	208:209
nf_1853_771274.txt-1441-22	multitude_nn	In this sentence "Would that this little insect might speak, and in words more eloquent than those of man's device, to the multitudes who allow themselves to reject the doctrines of revealed religion, because, as they assert, they are, on their face so utterly improbable, that they labor under an a priori objection strong enough to be fatal to their credibility.", "multitude_nn" means in one word :	400:401
nf_1840_768793.txt-681-20	multitude_nn	In this sentence "From Barford bridge I daunst to Norwich; but comming within sight of the Citty, perceiuing so great a multitude and throng of people still crowding more and more about me, mistrusting it would be a let15: 15 to my determined expedition and pleasurable humour, which I", "multitude_nn" means in one word :	321:322
nf_1849_748017.txt-402-51	multitude_nn	In this sentence "Prynne lost the remainder of his ears in the pillory; and the punishment was inflicted on them all with extreme and designed cruelty; which /z/ they endured, as martyrs always endure suffering, so heroically as to excite a deep impression of sympathy and resentment in the assembled multitude.", "multitude_nn" means in one word :	347:348
fic_1834_7012.txt-1294-30	multitude_nn	In this sentence "Your favour may see, by the many torches glimmering through the streets, and the many voices that go chanting up and down, that there is a goodly multitude with him. "", "multitude_nn" means in one word :	221:222
nf_1851_747930.txt-1615-2	multitude_nn	In this sentence "Among a multitude of beautiful seedlings of my own raising, I have selected two as worthy of cultivation.", "multitude_nn" means in one word :	159:160
nf_1835_748005.txt-1898-41	multitude_nn	In this sentence "Pastor and people can not be /or ever together on earth - death will sunder the strongest ties; and in heaven how must it enhance the joys of the blessed, that by means of their willing sacrifices here, multitudes have been prepared to unite with them in songs for redeeming grace.", "multitude_nn" means in one word :	335:336
mag_1860_556896.txt-212-49	multitude_nn	In this sentence "ethics, systems of theology, all in their most abstract form, have been founded upon it, we are too apt to lose sight of the fact, that, in its origin and its most characteristic features, it was and is a religion for the multitude, a gospel for the poor and unlearned, a way of salvation for all mankind; and as such, it necessarily assumed a narrative shape, for in no other form could it have been understood and reduced to practice.", "multitude_nn" means in one word :	490:491
fic_1997_42213.txt-1247-16	multitude_nn	In this sentence "Thoughtfully he pocketed a Kalkaboo detonator, but that wouldn't prove anything; there were multitudes of them on sale in the Kalkaboo store", "multitude_nn" means in one word :	194:195
fic_1859_9192.txt-11853-18	multitude_nn	In this sentence "surveyed the imposing attitude of the enemy, and knew it would be impossible to withstand such a multitude of combatants upon that ill-chosen field.", "multitude_nn" means in one word :	202:203
nf_1843_748690.txt-1965-21	multitude_nn	In this sentence "Here are no colonies of Germans, as at Saint Petersburg; no English factories, as at Lisbon; no multitudes of insolent Yankees lounging through the streets as at the Havannah, with an air which seems to say, the land is our own whenever", "multitude_nn" means in one word :	290:291
fic_1830_8660.txt-1287-38	multitude_nn	In this sentence "And even these most sacred words too oft Are prostituted, for the selfish ends Of tyrants, or of low born churls; who chouse, With well set phrases, golden promises, The unsuspecting credulous multitude -- First of their honest judgment -- freedom next.", "multitude_nn" means in one word :	307:308
fic_1828_7245.txt-167-38	multitude_nn	In this sentence "-- that they alone of the whole human race, by some possibility, may not have remained altogether stationary age after age -- while the least enquiring and the most indolent of human beings -- the very multitude -- have been steadily advancing both in knowledge and power?", "multitude_nn" means in one word :	326:327
fic_1835_7353.txt-556-6	multitude_nn	In this sentence "He quailed not before the angry multitude, nor at the threatening weapon, but the eloquent eye of Norma thrills him with awe.", "multitude_nn" means in one word :	179:180
mag_1829_553986.txt-242-15	multitude_nn	In this sentence "But in a hook made up of a multitude of different pieces, on a multitude of different subjects, all this, and much more than we here find, was to be expected.", "multitude_nn" means in one word :	212:213
nf_1836_747718.txt-37-42	multitude_nn	In this sentence "These gallant fellows were lying beside each other in the gun room preparatory to their being committed to the deep; and here many met to take a last look of our departed friends, whose remains soon floated in the promiscuous multitude, without distinction either of rank or nation.", "multitude_nn" means in one word :	336:337
fic_1839_7296.txt-4829-41	multitude_nn	In this sentence "It was now that the unfortunate Nicuesa put in exercise all of his former grace and courtesy of manner, and all of his most persuasive forms of eloquence, in order to produce some change in the disposition of the multitude.", "multitude_nn" means in one word :	277:278
mag_1834_564871.txt-34-24	multitude_nn	In this sentence "That // ruler is a traitor to his trust, who seeks to trample upon the constitution by substituting the heated passions of the multitude for the ivellknown principles of that instrument.", "multitude_nn" means in one word :	240:241
fic_1836_7111.txt-1106-10	multitude_nn	In this sentence "and his eyes passed quickly over the silent and moody multitude, each man, as he dropped his own, felt that they were fixed individually upon himself. "", "multitude_nn" means in one word :	206:207
mag_1837_554556.txt-51-42	multitude_nn	In this sentence "These buildings, as well as the walls of the city, being all either of white marble, or of some stone as white, and being everywhere in their whole extent interspersed, as I have already said, with multitudes of overshadowing palm-trees, perfectly filled and satisfied my sense of beauty, and made me feel for the moment, as if in such a scene I should love to", "multitude_nn" means in one word :	414:415
fic_1822_7243.txt-1242-29	multitude_nn	In this sentence "This inconceivable property of youth, this incommunicable thought of passionate daring, sent home, like a fire brand, successively, through the linked hearts of a multitude, will kindle a whole people to rebellion.", "multitude_nn" means in one word :	268:269
fic_1851_2538.txt-2332-11	multitude_nn	In this sentence "Grandfather, " the alarm bells rang, and an immense multitude rushed into King Street.", "multitude_nn" means in one word :	140:141
fic_1826_314.txt-6415-26	multitude_nn	In this sentence "Though not an eye was turned toward him nor the smallest sign of impatience exhibited, it was apparent, by the manner in which the multitude elevated their heads to listen, that they drank in the sounds with an intenseness of attention, that none but Tamenund himself had ever before commanded.", "multitude_nn" means in one word :	348:349
nf_1844_748164.txt-1756-38	multitude_nn	In this sentence "Had she, by force if necessary, destroyed the fixedness of her casts, wrapped her in European costumes, created new wants in her consumptions, stimulated her pride and ambition, and placed this huge multitude on the high road to civilization and improvement, all that is productive, and industrious, and enriching, would have followed as a matter of course.", "multitude_nn" means in one word :	411:412
fic_1848_3752.txt-5808-26	multitude_nn	In this sentence "Notwithstanding her experience of the harsh and cruel spirit of Aurelian, notwithstanding the unnecessary destruction, for any national or political object, of the multitudes of Palmyra, still she inclines to confide in him.", "multitude_nn" means in one word :	278:279
nf_1849_747900.txt-914-28	multitude_nn	In this sentence "The history of the wars by which thousands of them were slain; of their being compelled to work in mines, by which many perished, and multitudes were led to put an end to their unhappy existence; with the continued pressure of despotism for three centuries, and the consequent degradation, will sufficiently explain this wasting of the race.", "multitude_nn" means in one word :	395:396
fic_1848_7265.txt-1623-5	multitude_nn	In this sentence "At one there was a multitude of clerks, and a coarse, slatternly housekeeper; at another there was a set of low traders.", "multitude_nn" means in one word :	174:175
mag_1848_524835.txt-263-9	multitude_nn	In this sentence "An unphilosophical Christianity may be sufficient to save a multitude of individual souls for heaven, but it can never conquer the world.", "multitude_nn" means in one word :	191:192
mag_1845_565455.txt-450-0	multitude_nn	In this sentence "Multitudes would seem to think that earth's great battle on this subject has been fought, and it only", "multitude_nn" means in one word :	155:156
fic_1843_7208.txt-13100-8	multitude_nn	In this sentence "The statesman is pursued by shouting and tumultuous multitudes; while the poor scholar (the master and tyrant of his destiny) is strolling in some far-off silent field with a single friend.", "multitude_nn" means in one word :	243:244
mag_1834_564836.txt-676-9	multitude_nn	In this sentence "His abuse is placed before our eyes in a multitude of shapes, and he is plainly proved to be no friend to the republic.", "multitude_nn" means in one word :	173:174
