identifier	lemma	context	indices_target_token
1929-1965_leilighet_1069	leilighet	In this sentence "Den følgende vinter opkom der ildløs hos naboen, og ved denne leilighet brente også Jons hus på et kornstål naer. Der blev reddet 2 hester, 8 storfe og 8 sauer, alt det øvrige strøk med. 1 mars samme vinter døde Jon, som imidlertid hadde tatt ophold på Søråker.", "leilighet" means in one word :	312:313
1929-1965_leilighet_270	leilighet	In this sentence "Han hadde hatt en slags tro på, at hans skjebne skulde bli avgjort i denne dag, om ikke nettop med det likefremme, avgjørende spørsmål, — litt leilighet skal der jo til allting, — så dog av hennes øine og hele vesen.", "leilighet" means in one word :	267:268
1970-2015_leilighet_363	leilighet	In this sentence "Kommunen har ellers ikke noe med formidling av disse leiligheter å gjøre. Nemnda påser videre at ledige leiligheter ikke blir stående tomme, og gir i tilfelle eieren pålegg om å sørge for utleie innen en bestemt frist.", "leilighet" means in one word :	269:270
1929-1965_leilighet_661	leilighet	In this sentence "Legemet og sinnet hans var som et svaberg, nyspylt av sjøen i klar blå luft. IX Genia hadde en liten leilighet i Paris hvor Harboe besøkte henne tre-fire ganger om året. Hun vår inderlig kjed av ham. Han hadde ingen som helst sosial bakgrunn, selv om hun gjerne trodde at han hadde en posisjon hjemme i det vesle betydningsløse landet sitt. Selv følte hun sig utenfor. Ikke engang de russiske emigrantene aksepterte henne. I Berlin hadde hun opsøkt en tante av Sergei som mottok henne med omfavnelse og tårer, og neste dag frøs henne ut av huset.", "leilighet" means in one word :	597:598
1970-2015_leilighet_200	leilighet	In this sentence "Hun koser seg i leiligheten om morgenen når hun er alene. Hun liker å rusle rundt i slåbrokken før hun kler på seg og spiser frokost. Verken Bente eller", "leilighet" means in one word :	203:204
1929-1965_leilighet_1196	leilighet	In this sentence "Da den anledning til fest var gått übenyttet forbi, måtte vi se til å finne en annen, og vi blev da enige om, at overgangen fra den kolde til den tempererte sone var en meget passende leilighet.", "leilighet" means in one word :	245:246
1970-2015_leilighet_3022	leilighet	In this sentence "Gjennomsnittlige anleggskostnader for alle leiligheter med husbanktilsagn i 1970 var kr. 115 500, inklusive merverdiavgift.", "leilighet" means in one word :	174:175
1929-1965_leilighet_1374	leilighet	In this sentence "Som vi ble eldre, kom leilighetene sjeldnere, men lengselen ble derved bare oppdemmet i oss, og de øyeblikk vi så kunne vaere sammen, fikk efterhånden, oss seiv übevisst, en annen karakter enn den gamle barnslige.", "leilighet" means in one word :	264:265
1929-1965_leilighet_1011	leilighet	In this sentence "Det var Viviana som var kommet. Litt efter hørte de henne bruse frem gjennem leiligheten efterfulgt av Hammel, idet hun eksaltert gjentok: — Stans mig ikke!", "leilighet" means in one word :	207:208
1929-1965_leilighet_1391	leilighet	In this sentence "Ved skjaeret fra natthuset, som undertiden lyste på ham, syntes Nils at han så gråblek ut. Nils hadde på hjertet å si noe, men han så ikke ut som det var rådelig. «Faller av tre, fire streker, kaptein» varskudde han «sydost til ost!» «Mersseilet skjevrer!» lød det forut fra «vil slå bakk!» «Skuten er gammel, kaptein! hun tåler ikke megen handtering for stengene,» våget endelig Nils i all lunhet å innbringe; han syntes det nu var leilighet for et ord. «Jeg skal vise deg at jeg kan få treskoen til å gå jeg!» mumlet Salve innett, idet han lot som om han hadde overhørt hva der var sagt. «Fall av, Nils! Hun må ha mere fart; og så over på ny baug!» var hans svar i kommandotone.", "leilighet" means in one word :	731:732
1929-1965_leilighet_454	leilighet	In this sentence "Det sterke uttrykk «drive ut» vitner om hvor levende Jesus var gjennomtrengt av følelsen av det påtrengende behov for skikkede medarbeidere. 10, 1: Mens Jesu ord i 9, 37 f. var henvendt til alle de ved leiligheten tilstedevaerende disipler, omtaler Matt. her for første gang en begrenset krets, som han kaller «hans tolv disipler» og deretter (v. 2) «de tolv apostler».", "leilighet" means in one word :	420:421
1929-1965_leilighet_184	leilighet	In this sentence "Jeg gjorde denne gang som ved tidligere leiligheter den erfaring, at det mest anstrengnde og ofte mest håpløse er a skaffe de nødvendige midler. Staten hadde overlatt mig «Fram» og 75 000 kr. ril a utbedre den for. Dessuten hadde nogen få for den arktiske forskning saerlig interesserte menn dannet en komité med det formål for øie a innsamle bidrag ad privat vei.", "leilighet" means in one word :	415:416
1970-2015_leilighet_1226	leilighet	In this sentence "Leilighetene var pene og komfortable med kort avstand til hotellet. Informasjonsmøtet var kort og greit lagt opp.", "leilighet" means in one word :	164:165
1929-1965_leilighet_1299	leilighet	In this sentence "— Vi får ta dig med og få rettet på dette, sa doktoren, og før nogen av dem fikk åpnet munnen til takk, lå Benjamin i sykekurven og rakte henne hånden til farvel og bad om å få sendt gangklaerne efter med sikker leilighet.", "leilighet" means in one word :	273:274
1970-2015_linse_14	linse	In this sentence "Samtidig er stadig mer av behandlingen rettet mot naturlige og normale aldersforandringer som slitte ledd, gr??nende linser og ??reforkalkning.", "linse" means in one word :	190:191
1929-1965_linse_107	linse	In this sentence "At det har sirkulert kiselsyreførende vandige oppløsninger i området framgår også av at glimmerskifrene i Bomfjell—Ørtfjellområdet mange steder er fulle av små forvredne slirer og linser av kvarts.", "linse" means in one word :	244:245
1970-2015_linse_31	linse	In this sentence "La meg snu linsa mot det kulturskapte.", "linse" means in one word :	85:86
1929-1965_linse_184	linse	In this sentence "Slik som øynene er plasert kan de ikke begge samtidig rettes mot et bestemt punkt, og pigghåen har derfor et monokulaert syn. Linsemuskelen kan forandre linsens stilling og til en viss grad innstille på skarpt syn, men ikke med slik presisjon som hos mennesker og andre høyere dyr.", "linse" means in one word :	328:329
1929-1965_linse_247	linse	In this sentence "Helt mangler kali felt spat, muskovitt, biotitt og epidot. (rrunnmassen synes etter dette å ha vaert gjenstand for en betydelig omkrystallisasjon, mens en silifisering utenfra her ikke med sikkerhet kan \\xw ises. 2. Det smale belte av kvartskeratofyr vest for Høla naer Fossa ved Lygrefjorden virker på overflaten finbåndet laget, med tydelige foldingsakser, ofte med 3 4mm brede linser av kvarts, som rager opp på overflaten.", "linse" means in one word :	473:474
1970-2015_linse_42	linse	In this sentence "I underordnet mengde forekommer lag og linser av amfibolitt og kalk- silikatgneis.", "linse" means in one word :	129:130
1929-1965_linse_77	linse	In this sentence "I grunnmassen ses spredte små skarpkantete kvartskorn samt sekundaere linser av kalkspat med kloritt. Nordøst for Dalsvatnet er tatt prøver av sandstein og arkoseartet sandstein (muligens for en del opknust trondhjemitt) like i gabbrogrensen og av kataklastisk gabbro fra grensen.", "linse" means in one word :	327:328
1970-2015_linse_90	linse	In this sentence "Det må understrekes at ikke all marin leire blir kvikk, og kvikkleire dannes typisk i linser eller lommer i dalsider og i skråninger mot elver eller sjøer (Figur 4).", "linse" means in one word :	212:213
1970-2015_linse_69	linse	In this sentence "Øvre ledd (ca. 310 m) domineres av middels til finkornet polymikt konglomerat, med underordnete linser av grovere materiale og med bare enkelte gråbrune sandsteins- (gråvakke) lag. Konglomeratbollene består for det meste av grågrønn, fin- til grovkornet gråvakkesandstein (pre-devonsk?) og av metamorfe bergarter (skifer, gneis).", "linse" means in one word :	376:377
1929-1965_linse_51	linse	In this sentence "Det viste g«3 imidlertid at dette ikke kunne skattes i nsdvsndi3 utstrekning Bp«rsmklet om transportmidler ble dsrtor tatt opp med de britiske mvndi3neter, men oa. 2 måneder 31KK tsr transportmaterisll kom trem. linsen i Vannmark nådde i mellomtiden mattet operere under de vanskeliMte toruold.", "linse" means in one word :	341:342
1929-1965_linse_100	linse	In this sentence "Den granittiske gneis som forekommer i større sammenhengende f elter i den sydlige del av området er en sterkt skifrig finkornet gneis av lys eller rødlig farge. Den skiller seg tydelig fra den meget mer grovkornete bergart i linsene i glimmergneisene.", "linse" means in one word :	299:300
1970-2015_linse_10	linse	In this sentence "stk linse på 45°.", "linse" means in one word :	64:65
1970-2015_linse_28	linse	In this sentence "Blir fortetningene i linsen så store at synet blir vesentlig redusert, forsøker man ofte en operativ fjernelse av linsen.", "linse" means in one word :	168:169
1970-2015_linse_5	linse	In this sentence "Grå staer skyldes at øyets linse blir uklar, og forekommer hos halvparten av alle 75-åringer, hyppigst hos kvinner. Sykdommen behandles kirurgisk med godt resultat.", "linse" means in one word :	211:212
1929-1965_linse_241	linse	In this sentence "Det gikk ellers sent med byggingen. Fneu i slutten av 70--årene var der i Markegaten bare 3 små hus. og , Skoleguten og sønnenfor denne var. med undtagelse av sykehuset, ikke et eneste hus. for man kom til skolehuset og prestegarden. I Hestenesset var omtrent ingen hus. og seiv i Strandgaten var det betyele tomrum, og flere av de hus som nu har to etasjer, hadde den gang bare en. Efterhånden har det dog gatt fremover. kader sildefisket i kom det mere fart i byggearbeidet, og i d e siste årene er det bygget adskillig. tildels villamessige kus. Den del av bye. som ligger vestenfor Livius Smitts garn. er nu nogenlunde bein gog i Hesteneset er det ogsa komme: nokså mange hus. [ de årene er det °sså b men villaer østenfor prestegården lo linsene i bloio en nn det meste temmelig sma olle med bare 1 eller De etasje.", "linse" means in one word :	867:868
1929-1965_linse_52	linse	In this sentence "Han sto Fjerne ved siden av styre» linset eller i uestikkluFaren.", "linse" means in one word :	112:113
1970-2015_linse_16	linse	In this sentence "Ved å deltalj innstille linsen på noen få objekter eller prosesser, risikerer man å miste av syne mye av det som er interessant ved forsøksvirksomheten.", "linse" means in one word :	199:200
1970-2015_linse_4	linse	In this sentence "Videre omfatter bransjen produksjon av fotografisk materiell, fotokopieringsutstyr, linser og optiske instrumenter.", "linse" means in one word :	162:163
1929-1965_linse_94	linse	In this sentence "Bergartene i Huddingsdalen ligner meget på Liming-avdelingens bergarter i Skarmodalen i området på nordsiden av Børgefjell-massivet (Strand 1955, s. 63). I begge områder består avdelingens av sterkt grønnfargete klorittrike og tildels hornblendeførende skifrer med innleirete lag eller striper av hvit kvarts-albitt-bergart. Som intrusjon i Liming-avdelingens grønne kalkskifer i Storbekken fantes en desimetertykk linse av en lys finkornet meta-trondhjemittporfyr med I—21 —2 mm store firkantete innsprengninger av albitt.", "linse" means in one word :	570:571
1929-1965_linse_163	linse	In this sentence "— D.] 9) Konveks linse — D, K 35, 36. 10) Linsen som forstørrelsesglass — lupe. [11) Fotografiapparatet", "linse" means in one word :	150:151
1929-1965_linse_29	linse	In this sentence "Undersøkelsene i dagen vanskeliggjøres imidlertid av nedramlet ur. Så langt inn som på Skårvasseidet har jeg selv sett noen nalvmeter-lanze linser av magnetitt i granittgneisen.", "linse" means in one word :	224:225
1970-2015_linse_75	linse	In this sentence "Hovedmomenter Studentene skal ha faglig forståelse for begrepene energi og teknologi ha innsikt i hvordan tekniske oppfmnelser og teknologisk endring kan forstås ut fra en analyse av forutsetninger i samtiden ha kunnskap om fysiske og/eller kjemiske prinsipper som ligger til grunn for noen urvalgte tekniske oppfmnelser og teknologiske endringer, f eks dampmaskinen, elektrifisering, fremstilling av støpejern, elektrisk kommunikasjon, fremstilling og bruk av optiske linser og innsikt i hvordan disse har påvirket samfunnsutviklingen kunne gjøre rede for energibruk, energiformer og energikonflikter i dagens samfunn kunne gi eksempler på muligheter og problemer knyttet til alternative energikilder ha reflekterte holdninger til vekselvirkninger mellom naturvitenskap, teknologi og samfunn gjennom arbeid med dette emnet. Befolkning, ressurser og fordeling", "linse" means in one word :	906:907
2012-2019_mappe_159	mappe	In this sentence "Ønsker du å slette en mappe igjen, trykk og hold, og dra den opp øverst til skjermen hvor det står Fjern. Til slutt", "mappe" means in one word :	162:163
1980-1990_mappe_4	mappe	In this sentence "Registeret er ordnet Lov om vern mot smittsomme sykdommer slik at det er en egen mappe for hver pasient med relevante personlige opplysninger.", "mappe" means in one word :	189:190
1980-1990_mappe_9	mappe	In this sentence "Vedlegg ha fuUt regnskap med utskrift av konto med en redegjørelse for de avheridelser og anbringelser som er skjedd i det forløpne år, og med en oppgave over alle verdipapirer som advokaten har til forvaltning. Gjenpart av de årlige oppgåver som sendes klienten i medhold av denne paragraf, skal oppbevares i egen mappe. § 19 Styret avgjør hvor stor del av fondets kapital som til enhver tid skal holdes i kasse eller settes i bank til dekning av påregnelige utbetalinger.", "mappe" means in one word :	520:521
1980-1990_mappe_8	mappe	In this sentence "De dokumenter som er offentlige, stemples og legges i en tilsvarende mappe som for inngående korrespondanse.", "mappe" means in one word :	155:156
1980-1990_mappe_11	mappe	In this sentence "På kommunekassererkontoret må kontrollpapirer for vedkommende arbeidsgiver undersøkes og arbeidsgiverens mappe med oppgjørslister, årsoppgaver, korrespondanse, tidligere rapportgjenparter mv. gjennomgås. Følgeskriv", "mappe" means in one word :	261:262
2012-2019_mappe_355	mappe	In this sentence "Videoen ble publisert onsdag, mindre enn tre måneder etter at det som antas å vaere al-Baghdadi, sto frem i en video med en mappe med navnet «Wilayat Tyrkia»", "mappe" means in one word :	204:205
1980-1990_mappe_2	mappe	In this sentence "På nattskiftet ble patruljeringen lagt opp som vanlig bilpatrulje, men med inspeksjon av utvalgte steder til fots. Patruljen ble utstyrt med fotokamera, håndjern, mappe med diverse verktøy, lykter, alkotest og båndspillere.", "mappe" means in one word :	270:271
1980-1990_mappe_13	mappe	In this sentence "På nattskiftet ble patruljeringen lagt opp som vanlig bilpatrulje, men med inspeksjon av utvalgte steder til fots. I tillegg til det utstyret som er nevnt foran, ble patruljen også utstyrt med fotokamera, handjern, mappe med diverse verktøy, lykter, alkotest, samt båndspillere.", "mappe" means in one word :	325:326
2012-2019_mappe_291	mappe	In this sentence "Inntrykket er at mange ikke forstår hvor farlig den varme drikken er. - Noen reagerer først når de ser bilder som dette, sier Mørk og åpner en mappe med filer som dokumenterer skadene. Kinn, bryst, arm og mage Typiske skader er sår nedover kinn, hals, arm, bryst og mage, akkurat der den varme kaffen har rent.", "mappe" means in one word :	357:358
2012-2019_mappe_339	mappe	In this sentence "Under etterforskningen av saken glemte etterforskerne en mappe med bilder av Kim Walls lik på Madsens verksted.", "mappe" means in one word :	158:159
2012-2019_mappe_331	mappe	In this sentence "I en av videoene blir en gruppe mennesker av begge kjønn hengt, før videoen senere går over i seksuell aktivitet, ifølge rapporten aktor leser høyt fra. Det er også funnet 55 videoer av ulik pornografisk karakter i en mappe på en av harddiskene, blant annet en sexvideo Madsen selv har laget. Tidligere i saken har vitner forklart at Madsen ønsket å filme deres seksuelle omgang. En av kvinnene mener dessuten at Madsen delte sine fantasier om å lage en «snuff-film» , en film som inneholder både seksuell omgang og drap.", "mappe" means in one word :	568:569
1980-1990_mappe_12	mappe	In this sentence "For hvert foretak føres en saerskilt mappe bestående av ett eller flere blad med fortløpende nummerrekkeføl ge. Hvilke opplysninger handelsregisteret krever for ulike typer foretak tilsvarer i hovedsak hva man forlanger i Norge. Det bør nevnes at "firmaets art" skal oppgis. Dette forstås i Sverige dithen at anmelderen har frihet til å velge mellom en generell formålsbestemmelse eller en presisert angivelse av bransjen.", "mappe" means in one word :	469:470
1980-1990_mappe_6	mappe	In this sentence "solkafe, foreldrekaffe, besøk på arbeidsplasserog i bassenget osv. har stort sett vaert foreldrenes ansvar. ~/v Postmappa vår er kommet for å bli. Ei god, solid mappe der all post til og fra skole /hjem skal formidles.", "mappe" means in one word :	265:266
2012-2019_mappe_135	mappe	In this sentence "Det betyr ikke at jeg kan la helt vaere å kikke i den. Men å redusere antall avbrytelser pr. time fra 5 - 10 til 2-5, gjør at jeg får konsentrert meg mye bedre om det jeg faktisk skal gjøre. Gradvis trener du også Sanebox til å kjenne deg enda bedre, ved at du flytter de få e-postene som blir sortert feil til riktig mappe.", "mappe" means in one word :	371:372
2012-2019_mappe_335	mappe	In this sentence "FBI ble varslet, og saken ble sendt videre til føderalt politi i Australia, som søkte gjennom guttens hjem i fjor. Det ble funnet en mappe med navnet «hacky hack hack».", "mappe" means in one word :	215:216
2012-2019_mappe_167	mappe	In this sentence "I noen tilfeller krever det imidlertid at du «rooter» telefonen. Som iPhone-bruker må du gjemme unna apper som Aksjer, Vaeret, Kompass og Aviskiosk i en egen mappe på hjem-skjermen hvis du ikke bruker dem. Ikke minst får du som Android-bruker valgfrihet til å velge akkurat hvilke apper du ønsker å bruke som standardvalg: Nettleser, videoavspilling, meldingsapp, ringe-app og så videre.", "mappe" means in one word :	434:435
1980-1990_mappe_7	mappe	In this sentence "I stedet har følgende ordning vaert praktisert: Inngående korrespondanse blir vurdert i postmøter med sikte på om dokumentene er offentlige. Dokumenter som er offentlig tilgjengelige, påføres et stempel, og det tas gjenparter av dem. Gjenpartene samles samme dag innen kl. 11.00 i en mappe og stilles til disposisjon for pressefolk eller andre interesserte.", "mappe" means in one word :	404:405
2012-2019_mappe_200	mappe	In this sentence "Også det øvrige materialet fra okkupasjonsårene inneholder opplysninger som ikke kan frigis før klausulene opphører. Under Aftenpostens besøk i Riksarkivet gikk en medarbeider gjennom en heller spesiell sak: I mappen ligger detaljert informasjon om en jødisk forretningsmann som under hele krigen handlet med tyskerne - i Norge. En annen mappe rommer bilder av samtlige tyske offiserer som en norsk kvinne hadde et forhold til. Rådgiver Jon Barstad fastslår:", "mappe" means in one word :	505:506
1980-1990_mappe_5	mappe	In this sentence "For det enkelte pensjons- og stønadsområdet er det laget en mappe som inneholder forskjellige informasjonsbrosjyrer.", "mappe" means in one word :	163:164
1980-1990_mappe_15	mappe	In this sentence "Det finnes heller ingen spesiell mappe til dette bruk.", "mappe" means in one word :	101:102
2012-2019_mappe_310	mappe	In this sentence "I kartet kan du se at Google har lagret steder jeg har vaert i Oslo helt siden november 2006. Karl Philip Lund Google har en mappe for min aktivitet i hvert Google produkt jeg har benyttet.", "mappe" means in one word :	236:237
2012-2019_mappe_279	mappe	In this sentence "– Du må finne ut hva e-posten er og om du må gjøre noe med den nå. Svarer du nei på det siste spørsmålet, må du fortsette å spørre deg selv om du kan slette den eller om det er arkivverdig. Er e-posten noe du kan gjøre «Engang/kanskje», kan du sortere den i en egen mappe. Fakta: Spam-mail i innboksen", "mappe" means in one word :	348:349
2012-2019_melk_4717	melk	In this sentence "Er dette et PR-stunt fra melk.no? – Verden har gått videre siden «alle» drakk melk på 50-tallet.", "melk" means in one word :	142:143
1980-1990_melk_245	melk	In this sentence "Gjennomsnittlig bruksstørrelse i 1978 var 146 daa, som bare overskrides av Akershus med 152 daa. Det er under oppstarting en aksjonsplan for økt storfehold i Østfold med sikte på større produksjon av melk og ferskkjøtt.", "melk" means in one word :	265:266
1980-1990_melk_3	melk	In this sentence "Dette har ført til at jord- bruksarealet pr. driftsenhet har økt betrakte- lig i de senere år. Melkeproduksjon er den driftsgren som betyr mest økonomisk. I 1981 var innveid melk i fylket 20,67 millioner kg. Det var nød- vendig å tilføre 0,211 millioner kg supple- ringsmelk utenfra.", "melk" means in one word :	329:330
2012-2019_melk_967	melk	In this sentence "At prisen synker med pluss/minus fem prosent, betyr lite for den enkeltes innkjøp av melk og brød. Men det er natt og dag for produsentene av bolig, sier Andreassen.", "melk" means in one word :	211:212
1980-1990_melk_349	melk	In this sentence "DIFF. ØKO. korn 4173 1588 2399 3052 1054 6568 6163 poteter sukker 330 95 38 188 122 grønnsaker frukt &amp; baer kjøtt 2127 1488 2006 1719 19766 49025 12420 89445 4583 3367 8651 9883 12479 melk egg 49380 22846 30502 97 5 1087 750 1683 75399 38845 50515 185192 JORDBRUKET tråd. fiske akvakultur 22877 10277 12645 7925 17948 1 1247 106093 308 2 5 INDUSTRIELL BEARBEID 31111: slakting 4297 3368 3938 3776 31112: kjøttprod.", "melk" means in one word :	464:465
1980-1990_melk_297	melk	In this sentence "Det blir likevel ikke regnet med at landet kan bli selvforsynt med mat. I det daglige kostholdet inngår mange matvarer som ikke lar seg dyrke i vårt klima uten store kostnader. De konkrete målene for matvareproduksjonen er å dekke vårt eget behov for melk og melkeprodukter, kjøtt, egg, poteter og grove, lagringssterke grønnsaker.", "melk" means in one word :	377:378
2012-2019_melk_3799	melk	In this sentence "Gni egget inn i melet. Løs opp salt og sukker i vann og melk og tilsett i melblandingen.", "melk" means in one word :	134:135
1980-1990_melk_164	melk	In this sentence "Hosten 1960 behandlet styret et brev fra bestyrer Ivar Nordnes ved Ørmelen filial med ønske om salg av melk ved avdelingen.", "melk" means in one word :	169:170
2012-2019_melk_4215	melk	In this sentence "Vi blir geleidet inn i et stort rom hvor melka blir varmet opp og pasteurisert, separert og tilsatt ulike bakteriekulturer før den blir til ost.", "melk" means in one word :	190:191
1980-1990_melk_248	melk	In this sentence "Et viktig mål for jordbruket er å dekke landets eget behov for melk og melkeprodukter, kjøtt, egg, poteter og grove langringssterke grønnsakslag.", "melk" means in one word :	191:192
1980-1990_melk_264	melk	In this sentence "Grunntilskott som alle som produserer melk får, og dette er ikke avgrenset.", "melk" means in one word :	121:122
2012-2019_melk_3395	melk	In this sentence "Tidligere var det melkekyr i fjøset, men de siste åtte årene har Haga byttet ut melken med spesialisert kjøttproduksjon.", "melk" means in one word :	166:167
2012-2019_melk_1339	melk	In this sentence "Selve vaniljekremen var tynnere og mindre smaksrik enn en perfekt créme brûlèe skal vaere. Mens Robinson og Fredag ventet - igjen litt for lenge - på å få betale, la de merke til at en eldre, noe vaerbitt herre på nabobordet fikk sitte med et glass melk og en brødkuvert.", "melk" means in one word :	317:318
2012-2019_melk_1961	melk	In this sentence "Mens den svenske studien definerer melk som inneholder om lag 3 prosent fett, som fettrik. Det svenskene definerer som melkefett, kan altså muligens fanges opp i den britiske studien som magre produkter. Ericson tror det kan vaere flere årsaker til at de to studiene gir motsatte svar. Britene definerte all yoghurt som fettfattig. De svenske forskerne har brukt ulike porsjonsstørrelser enn britene.", "melk" means in one word :	446:447
2012-2019_melk_4393	melk	In this sentence "Melk og meieriprodukter er den viktigste kilde til jod i det norske kosthold.", "melk" means in one word :	123:124
1980-1990_melk_52	melk	In this sentence "Oppbygningen av melkens riksgrunnpris og meieriselskapenes utbetalingspris omtales i avsnitt 3.4. Videre forvalter NML tilskudd over statsbudsjettet.", "melk" means in one word :	195:196
1980-1990_melk_158	melk	In this sentence "Ofte mangler kvantum, og det er oppgitt bare vareslag og sum, f.eks. pr. kjød, pr. smør, 0.1. Noen eksempler på hva som ble betalt til leverandørene for enkelte varer kan likevel finnes: Havre kr. 0,09 pr. kg, sauskind kr. 1,70 pr. stk., faarekjød kr. 0,60 pr. kg, spekalv kr. 0,30 pr. kg, kalveskind kr. 2,80 pr. stk, kjød (slakt) kr. 0,40 pr. kg, grisslakt fra 0,67 - 0,75 pr. kg, torsk kr. 0,16 pr. kg, smør kr. 1,50 pr. kg, løg kr. 0,60 - 0,80 pr. kg, multegrød kr. 0,60 pr. kg, melk kr. 0,09 pr. 1, poteter kr. 3,75 pr. tønde (100 kg), tagspon kr. 2 ,— pr. 1000, bord kr. 0,03 pr. alen, sigd kr. 0,75 pr. stk., olderved kr. 8 — pr. favn, birk kr. 12,— pr. favn, timoteifrø kr. 1,10 pr. kg, og tomsekker i retur kr. 0,50 pr. stk.", "melk" means in one word :	779:780
1980-1990_melk_168	melk	In this sentence "Videre innføres forbud mot omsetning og bruk av slikt for til gris, melkekyr og fjørfe. Innblanding i kraftfor til disse dyreslagene krever godkjenning i hvert tilfelle. Forbruket skyldes at foring med formidler av fisk i visse situasjoner kan gi svekket produktkvalitet som f.eks. tran- og fiskesmak og senket fettinnhold i melk og egg.", "melk" means in one word :	383:384
1980-1990_melk_292	melk	In this sentence "De kan få i seg patogene mikroorganismer og fører disse videre til mennesker gjennom kjøtt og melk.", "melk" means in one word :	145:146
2012-2019_melk_4700	melk	In this sentence "De første gangene endte jeg opp kalde kluter med melk for å forsøke å nøytralisere svineriet. Moralen er at chili er best i gryten, og pass på å ha noe melk i kjøleskapet for sikkerhets skyld.", "melk" means in one word :	238:239
2012-2019_melk_2767	melk	In this sentence "Kuene blir sunnere og melken bedre.", "melk" means in one word :	81:82
2012-2019_melk_4028	melk	In this sentence "Plutselig var det tomt for melk i verdens rikeste land Se video:", "melk" means in one word :	110:111
1970-2015_mening_4055	mening	In this sentence "Her er det viktigere å understreke at uansett hvilken mening man måtte ha om årsaksforhold i samfunnsutviklingen, kan fasene ikke oppfattes separat.", "mening" means in one word :	196:197
1929-1965_mening_4969	mening	In this sentence "Det var som en stille avtale mellom oss at spørsmålet først skulle opptas til høsten med november, når mitt års betenkningstid var løpt ut. Men meningen at jeg da ville gi ham mitt ja, lå liksom i luften. Jeg vet ikke hva jeg kan ha tenkt eller følt i tiden utover, eftersom det avgjørende naermet seg; men min trang og tilflukt ble bare hver dag ivrigere å skrive og beskrive alt i brevene hjemover, så dere kunne og måtte innse at her var tale om alt annet enn å seige seg for en prestegard!", "mening" means in one word :	541:542
1970-2015_mening_18472	mening	In this sentence "Vet ikke, ingen mening (LESES IKKE) Norge har til nå konsentrert hjelpen til noen få utviklingsland.", "mening" means in one word :	148:149
1929-1965_mening_1442	mening	In this sentence "Drag er det na meningen a klvtte selve Drag BtaBjon inn pa vestsiden av vragsbukta etter at linjen i en tunnel pa 760 m. er nådd kram til sjsen, ved km. 129,3. I tilknytning til BtaBjon, er der korut32tt oppksrt et mindre kaianlegg.", "mening" means in one word :	280:281
1970-2015_mening_15060	mening	In this sentence "Også når det gjelder den geografiske plassering av den nye institusjonen var det delte meninger i Stortinget.", "mening" means in one word :	157:158
1929-1965_mening_1640	mening	In this sentence "* Vi resonnerer ut fra vår natur, hvilket er et bevis på at våre meninger i og for sig ikke betyr så meget. ♦", "mening" means in one word :	157:158
1929-1965_mening_890	mening	In this sentence "Den mening man kunde danne sig om lan6ingßlorholdene der oppe i isen vilde så bli avgjørende for valget av type", "mening" means in one word :	159:160
1970-2015_mening_681	mening	In this sentence "Etter utvalgets mening skyldes disse vanskene mer utformingen og redigeringen av den enkelte lov. Dessuten er det behov for en samlet publikasjon som omfatter de viktigste lover av betydning for forholdet mellom barn og foreldre, kanskje også sammen med andre lover som angår barn. En slik felles publikasjon kan man lett få i stand selv om reglene ikke er samlet i én lov. Utvalget har gått gjennom de lover som ble nevnt av Justiskomitéen i 1956, men er kommet til at det ikke passer å ta noen av dem med i utkastet til en lov om barn og foreldre.", "mening" means in one word :	597:598
1929-1965_mening_2116	mening	In this sentence "Norge ville efter deres mening bli fritt igjen av sig seiv når Tyskland var slått. Hvad regjeringen mente om dette blev imidlertid holdt hemmelig og det har bare langsomt og indirekte blitt noen klarhet om dette viktige spørsmål.", "mening" means in one word :	277:278
1929-1965_mening_4458	mening	In this sentence "Derfor er utvalget av den mening at det foreligger et klart behov for en lukket avdeling i alkoholistomsorgen.", "mening" means in one word :	158:159
1929-1965_mening_2964	mening	In this sentence "Hans for øvrig ikke naermere utviklede mening på dette punkt må da vaere den, at i og med ndsbeskaffenheten har mennesket i det hele tatt skyld fordi det lar synden råde over det hele menneske og således som åndsvesen dog er kjød.", "mening" means in one word :	278:279
1970-2015_mening_14128	mening	In this sentence "Etter departementets mening vil det vaere hensiktsmessig at en i denne sammenheng også utarbeider et nytt forslag til støygrenser for skytebanestøy i omgivelsene.", "mening" means in one word :	210:211
1929-1965_mening_3643	mening	In this sentence "Der kommer noen små rykk rundt den veke munn. «Å, det er snart inga mening ti det,» hvisker hun brutt. «Tenkte du å reise ut?» spør jeg lavt. «Å, je har tenkt på mangt,» svarer hun med dyp, sår stemme. Hun står lenet op mot veggen og ser ned på sin fot, som hun vugger frem og tilbake, mekanisk.", "mening" means in one word :	343:344
1970-2015_mening_11299	mening	In this sentence "Dersom man da finner en beskrivelse som «gammelt bord», kan dette ha en viss mening i forhold til de andre bordene. Huskeliste: i. Få oversikt over magasinene oggjenstandene.", "mening" means in one word :	222:223
